scenario,profit_eur
1322,742648.8046082117
1323,742270.1331962562
1324,462168.12739136146
1325,462543.0312270293
1326,462034.26065789774
1327,461685.13082470815
1328,496120.24403562176
1329,495116.2726289428
1330,493354.3854002498
1331,493359.50877918967
1332,1152646.3074557548
1333,1149978.5063217897
1334,1149677.254896994
1335,1148365.2714662843
1336,913265.6689700189
1337,912325.0093664116
1338,911878.3040294874
1339,910910.5255367482
1340,705326.4733317968
1341,704323.910565424
1342,702724.6284398863
1343,702460.9783920393
1344,1150204.6050282568
1345,1148362.076137886
1346,1148041.70171908
1347,1146487.9606176666
1348,858778.6940890778
1349,858045.8144177349
1350,856190.5488266182
1351,856095.5608966242
1352,1098256.2983720312
1353,1097019.48060312
1354,1095274.4009231543
1355,1094949.9793596512
1356,1364254.9554147825
1357,1362277.2850543577
1358,1361023.6040780412
1359,1360141.8133364914
1360,476205.745011196
1361,476873.94459616824
1362,477848.2608001225
1363,476982.3325836741
1364,912281.5873002768
1365,914925.857951257
1366,915472.2778350749
1367,913969.831167553
1368,944579.4109239873
1369,946165.6511974361
1370,947324.0902001702
1371,945440.2036300146
1372,1315588.776400553
1373,1317886.9826890524
1374,1319330.515680428
1375,1316698.8187357772
1376,1063363.5504471436
1377,1065217.6167582306
1378,1066369.277259409
1379,1064696.8884641582
1380,1110467.5535997923
1381,1112493.2313670137
1382,1113770.1608326866
1383,1111707.8728030021
1384,1065349.2599470562
1385,1067084.635138342
1386,1068311.7081035695
1387,1066729.401790571
1388,957982.2500704473
1389,958847.8893841519
1390,960194.7390811205
1391,958620.2344330848
1392,1213725.5846770117
1393,1216062.1908914184
1394,1217485.3178102467
1395,1215281.617310664
1396,1245514.1853245064
1397,1248042.7082344394
1398,1249100.1015617517
1399,1246976.7156980666
1400,691426.3437828022
1401,692626.8236850309
1402,693834.7078801114
1403,692641.4320024205
1404,453846.2819663441
1405,453877.7267338028
1406,454211.11220432725
1407,453390.76518398506
1408,433797.6148990672
1409,434942.0009113827
1410,436590.7411975624
1411,435510.3197715308
1412,1072706.5766481273
1413,1075215.4615947623
1414,1076221.1363335298
1415,1074608.6126148135
1416,873121.8014693649
1417,874444.2331879826
1418,875135.5195167394
1419,873713.0244230634
1420,639841.7489141417
1421,641261.9141458366
1422,642699.0219746616
1423,641249.4297220162
1424,1079677.7772505158
1425,1081987.4509788125
1426,1082847.9155687457
1427,1081133.76363787
1428,806528.7598015553
1429,807238.6467114795
1430,808819.4450810857
1431,807465.8462382596
1432,1033263.55089761
1433,1034394.5538061778
1434,1036027.4808433258
1435,1034065.7751043616
1436,1284270.0650558805
1437,1286296.2159429062
1438,1287806.162149178
1439,1285682.079319603
1440,323941.26872911514
1441,334013.9772176032
1442,334039.0044512835
1443,333985.85388788464
1444,639353.4892581296
1445,658799.0848406712
1446,652871.6090674966
1447,654693.2363700371
1448,656171.1584539084
1449,674334.1013161988
1450,670868.4793603594
1451,671013.4731463066
1452,912642.0979361507
1453,936705.2369317509
1454,932182.783349599
1455,932345.4427553223
1456,735685.8754412261
1457,757589.0500338869
1458,752941.0684386411
1459,754312.142511367
1460,771505.5988084277
1461,793826.2163852266
1462,789559.6835092393
1463,790506.9755688191
1464,728985.1884977685
1465,753141.1872720333
1466,748683.2860505659
1467,750534.8848338265
1468,651090.183535322
1469,671267.865380112
1470,668321.4847792514
1471,669398.0688643106
1472,843193.131650032
1473,868431.0371500438
1474,864032.3359044278
1475,864542.2729240997
1476,862412.3258955921
1477,888975.8687432875
1478,881946.516224204
1479,883755.119031829
1480,472732.3230070118
1481,488314.4803889244
1482,487677.65394543484
1483,486956.0445741734
1484,305314.6525392996
1485,312661.4009537964
1486,310574.53987418854
1487,310474.1521773632
1488,297540.8518971842
1489,307727.2408465626
1490,311808.317651431
1491,309971.825184985
1492,742657.0661798185
1493,768625.5594761993
1494,762616.5397273877
1495,764150.3730525689
1496,592882.8556824643
1497,611908.8333860054
1498,607192.7330927439
1499,608759.2851766549
1500,448137.8580862769
1501,460371.6992362839
1502,461249.3445006322
1503,459244.03283423115
1504,750318.5548889266
1505,773240.611271639
1506,767260.4107540679
1507,768999.0622710843
1508,551107.683732337
1509,566945.3571448639
1510,567354.2560880118
1511,566869.945393488
1512,710855.0133356695
1513,732095.4821204455
1514,730274.690893862
1515,729136.5308658591
1516,889090.3670513142
1517,916246.4667624065
1518,911220.2374393299
1519,911678.700285824
1520,465056.8993989365
1521,464838.2158027735
1522,464254.611526861
1523,465168.7474183731
1524,869727.5771190817
1525,873656.0330159814
1526,870034.8779365323
1527,872729.5930113551
1528,909799.5835287719
1529,910460.5360267215
1530,908282.1253410687
1531,909972.5520950466
1532,1267679.2637579027
1533,1268446.2383936993
1534,1265559.4892350594
1535,1267614.5061478917
1536,1018292.5046886866
1537,1020061.2843606904
1538,1017331.1570810833
1539,1019860.3834503251
1540,1067539.0500015179
1541,1068829.478918483
1542,1066038.805344138
1543,1068446.1420936373
1544,1021099.076831045
1545,1022983.6680625216
1546,1020112.8378828159
1547,1022995.4049952403
1548,921778.8999076025
1549,921744.1950522866
1550,919937.1230818537
1551,921928.0358513017
1552,1166907.1700599932
1553,1168850.9523686157
1554,1165582.4078097865
1555,1168384.3435375248
1556,1185485.4818621457
1557,1189096.1627078522
1558,1184979.3943721522
1559,1188003.9973762215
1560,672071.7046838559
1561,672228.5756135458
1562,670825.0059240835
1563,672609.0796091459
1564,430526.3875955458
1565,430482.85526929254
1566,429732.59875616856
1567,429845.5927074597
1568,444801.6462045544
1569,443280.35297594656
1570,443543.51336084254
1571,444643.2720978718
1572,1024139.2801188821
1573,1027883.4799721888
1574,1023908.0034471317
1575,1027437.1359254275
1576,828909.7448223351
1577,830786.4470899754
1578,828294.7291585802
1579,830134.7671123937
1580,633674.7176656047
1581,632973.3263271085
1582,631934.4775066876
1583,633210.3485041909
1584,1027529.489645979
1585,1031029.005378559
1586,1027316.5363757506
1587,1030128.8547739139
1588,786800.0287077441
1589,785485.8417168255
1590,784795.5169298231
1591,786228.6542307965
1592,1001563.5542280866
1593,1000737.0706977665
1594,999021.449937331
1595,1000984.4693018808
1596,1231323.8736930513
1597,1232909.9437274209
1598,1229575.2447085874
1599,1232636.7125849843
